,hospital_name,payer_name,plan_name,code_type,raw_code,description,setting,standard_charge_methodology,additional_payer_notes,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,Notes
683,NYU Langone,healthfirst,healthfirstessentialplan41785,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,2182.13,414.6,326.6,,,,
684,NYU Langone,bcbs,bcbsout/statepos1211,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1037.64,,,,
685,NYU Langone,healthfirst,healthfirstgoldleafexchange1805,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225% of NYS APG. Lesser of 100% of billed charges applies.,2182.13,414.6,326.6,,,,
686,NYU Langone,bcbs,bcbsout/stateepo1213,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,326.6,,,,
687,NYU Langone,hip,emblemselectcarecatastropicexchange 3856,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
688,NYU Langone,bcbs,bcbsblueaccesseposmallgroup3716,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1069.0,73.0,,,
689,NYU Langone,healthplus,bcbshealthplusessentialplan1&200-2502010,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,,,1037.64,,,,
690,NYU Langone,metroplus,metroplusgoldcare23729,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1037.64,,,,
691,NYU Langone,magnacare,magnacare-capitaldistphyshealth1499,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,2182.13,414.6,326.6,,,,
692,NYU Langone,ghi,ghiemblemhealthppo1273,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,5106.17,970.17,326.6,,,,
693,NYU Langone,medicare,humanamedicareadvantage1680,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
694,NYU Langone,cigna,cignappo1047,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,326.6,,,,
695,NYU Langone,healthplus,bcbshealthplusessentialplan1&200-2502010,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,32829.5,6237.61,,,,,
696,NYU Langone,cigna,consolidatedhealthplan(hbonly)1367,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,10076.87,,,,
697,NYU Langone,oxford,oxfordhealthplansfreedom1134,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,1037.64,,,,
698,NYU Langone,aetna,nipponlife-aetna1394,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",2182.13,414.6,326.6,,,,
699,NYU Langone,1199,local1199seiuhomecarebenefitfund2778,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",,,10076.87,,,,
700,NYU Langone,bcbs,empireplan/valueoptions1317,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,326.6,,,,
701,NYU Langone,aetna,wellnet1755,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",5106.17,970.17,326.6,,,,
702,NYU Langone,hip,emblemselectcare(cohort2hcp)3372,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
703,NYU Langone,medicare,vnsmedicareadvspecialneeds(hbonly)1384,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,326.6,,,,
704,NYU Langone,oxford,oxfordhealthplansliberty1135,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",5106.17,970.17,2490.0,,,,
705,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo3723,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,6894.2,21.0,,,
706,NYU Langone,uhc,unitedhealthcareinde1157,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,25883.26,,,,
707,NYU Langone,healthfirst,healthfirstincreasedbenefitsplan1916,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
708,NYU Langone,medicare,unitedhealthcaremedicare1158,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
709,NYU Langone,healthfirst,healthfirstsilverleafexchange1802,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,,,10076.87,,,,
710,NYU Langone,medicare,worldtradecenter-logistichealthincorporated3105,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,1037.64,,,,
711,NYU Langone,aetna,aetnasignatureadministratorsppo1417,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,1464.39,278.23,1037.64,,,,
712,NYU Langone,medicare,nyfiredepartment-wtc3431,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2182.13,414.6,326.6,,,,
713,NYU Langone,medicare,bcbshealthplusmedicare1451,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
714,NYU Langone,healthfirst,healthfirstessentialplan31784,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
715,NYU Langone,aetna,geha1067,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,10076.87,,,,
716,NYU Langone,bcbs,bcbsoutofstatepos(nosuitcaselogo)2071,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,326.6,,,,
717,NYU Langone,medicare,metroplusmedicare1401,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,10076.87,,,,
718,NYU Langone,hip,hipvipmedicare(montefiore)1218,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,646.67,,,,
719,NYU Langone,healthfirst,healthfirstcompletecare1920,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,646.67,,,,
720,NYU Langone,uhc,unitedhealthcareepo1155,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,1.0,,,,
721,NYU Langone,bcbs,bcbsopenaccessppo(hbonly)1467,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,1.0,,,,
722,NYU Langone,aetna,allied3025,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,32829.5,6237.61,4267.84,13.0,,,
723,NYU Langone,cigna,cignamanagedcare/pos1046,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,,,,,
724,NYU Langone,hip,emblemselectcareepo3888,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
725,NYU Langone,medicare,wellcarebyfideliscaremedicare1061,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,6894.2,21.0,,,
726,NYU Langone,aetna,aetnastudentplan1008,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,1040.48,,,,
727,NYU Langone,medicare,bcbsmedibluemedicareppo1381,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1040.48,,,,
728,NYU Langone,metroplus,metroplussilverplusplanexchange1626,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,5106.17,970.17,1.0,,,,
729,NYU Langone,medicaid,partnershealthplanmltc3390,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,4267.84,13.0,,,
730,NYU Langone,uhc,umr1323,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,,,,,
731,NYU Langone,metroplus,metroplusessentialplan22050,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,2182.13,414.6,,,,,
732,NYU Langone,bcbs,bcbshealthynewyork1183,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,,,,,
733,NYU Langone,somos,hipmcdenhanced-essential4(somos)3794,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,,,,,
734,NYU Langone,oxford,oxfordhealthplansfreedom1134,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,,1040.48,,,,
735,NYU Langone,bcbs,bcbsblueaccessgeposmallgroup3705,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1040.48,,,,
736,NYU Langone,medicare,villagecare1679,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
737,NYU Langone,medicare,bcbsoutofstatemedicare(nosuitcaselogo)2070,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,4267.84,13.0,,,
738,NYU Langone,cigna,wellfleet-nyustudent3059,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,2226.63,,,,
739,NYU Langone,metroplus,metroplusgoldplusplanexchange1627,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,2182.13,414.6,,,,,
740,NYU Langone,healthfirst,healthfirstcoordinatedbenefitsplan1917,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,,,,,
741,NYU Langone,metroplus,metropluschildhealthplus1115,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,2182.13,414.6,4705.0,,,,
742,NYU Langone,hip,hipepo1264,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,2054.52,,,,
743,NYU Langone,bcbs,bcbsepo1181,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,646.67,,,,
744,NYU Langone,ghi,americanplanadministrators-c/oh.d.a1639,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,10833.74,33.0,,,
745,NYU Langone,wellcare,wellcaremedicare1171,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,2054.52,,,,
746,NYU Langone,medicare,bcbsmediblueselect/extrahmo(hcp)3733,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,646.67,,,,
747,NYU Langone,fidelis,fidelisessentialplan12014,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Not Payable. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,32829.5,6237.61,10833.74,33.0,,,
748,NYU Langone,oxford,oxfordhealthplansfreedom1134,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,2054.52,,,,
749,NYU Langone,metroplus,metroplusessentialplan32051,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,2182.13,414.6,646.67,,,,
750,NYU Langone,medicare,vnsmedicareadvantage1385,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,646.67,,,,
751,NYU Langone,bcbs,bcbsoutofstatehmo(nosuitcaselogo)2069,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,10833.74,33.0,,,
752,NYU Langone,bcbs,bcbsopenaccessppo(hbonly)1467,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,2054.52,,,,
753,NYU Langone,aetna,coresource1642,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",1464.39,278.23,2054.52,,,,
754,NYU Langone,1199,local1199ppo1001,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
755,NYU Langone,hip,hipcomprehealthepo1271,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,5106.17,970.17,3982.81,78.0,,,
756,NYU Langone,bcbs,bcbsoutofstateppo(nosuitcaselogo)2072,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,25607.01,78.0,,,
757,NYU Langone,healthfirst,healthfirstseniorhealthpartners1922,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,1464.39,278.23,1142.22,78.0,,,
758,NYU Langone,hip,hiplich1094,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,2182.13,414.6,1702.06,78.0,,,
759,NYU Langone,cigna,cignalifesource(hbonly)1678,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,25607.01,78.0,,,
760,NYU Langone,uhc,unitedhealthcareinde1157,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,68004.72,73.0,,,
761,NYU Langone,cigna,cignaevernorthbehavioralhealth1490,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
762,NYU Langone,magnacare,americanplanadministrators(magnacare)1735,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,25607.01,78.0,,,
763,NYU Langone,bcbs,horizonnjdirect1290,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,68004.72,73.0,,,
764,NYU Langone,metroplus,metroplusessentialplan32051,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,,,,78.0,,,
765,NYU Langone,medicare,oxfordhealthplansmedicareadvantage1136,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
766,NYU Langone,hip,emblemselectcareplatinumsg3859,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",5106.17,970.17,3982.81,78.0,,,
767,NYU Langone,aetna,chesterfieldresourcesinc1641,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",32829.5,6237.61,25607.01,78.0,,,
768,NYU Langone,ghi,wlny-tvinc1636,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,,78.0,,,
769,NYU Langone,metroplus,metropluschildhealthplus1115,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,2182.13,414.6,1702.06,78.0,,,
770,NYU Langone,hip,emblemessential(cohort2hcp)3373,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,68004.72,73.0,,,
771,NYU Langone,healthfirst,healthfirstpersonalwellnessplan1915,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,,,,78.0,,,
772,NYU Langone,ghi,ghicbp(hbonly)1332,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,25607.01,78.0,,,
773,NYU Langone,medicare,partnershealthplanmedicare3365,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,68004.72,73.0,,,
774,NYU Langone,healthplus,bcbshealthplusessentialplan1&200-2502010,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,,,,78.0,,,
775,NYU Langone,hip,emblemessential(cohort2hcp)3373,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,3982.81,78.0,,,
776,NYU Langone,hamaspikchoice,hamaspikchoicemedicaredsnp3853,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,,,,78.0,,,
777,NYU Langone,magnacare,jointindustryboardofelectricalind2057,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,1464.39,278.23,1142.22,78.0,,,
778,NYU Langone,metroplus,metroplusmcdmanagedcare1117,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,2182.13,414.6,1702.06,78.0,,,
779,NYU Langone,healthfirst,healthfirstmedicaid1084,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,32829.5,6237.61,25607.01,78.0,,,
780,NYU Langone,hip,hipprimebasic3312,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
781,NYU Langone,cigna,cignappo1047,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",5106.17,970.17,3982.81,78.0,,,
782,NYU Langone,healthfirst,healthfirstcoordinatedbenefitsplan1917,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,,,68004.72,73.0,,,
783,NYU Langone,uhc,unitedhealthcarenavigate1404,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,1142.22,78.0,,,
784,NYU Langone,hip,hipvipmedicare-affinity1608,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,25607.01,78.0,,,
785,NYU Langone,medicare,wtc-fdny1489,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,68004.72,73.0,,,
786,NYU Langone,healthfirst,healthfirst651083,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,,78.0,,,
787,NYU Langone,aetna,aetnappo1010,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",1464.39,278.23,1142.22,78.0,,,
788,NYU Langone,metroplus,metroplusessentialplan12049,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,32829.5,6237.61,25607.01,78.0,,,
789,NYU Langone,bcbs,bcbsout/stateppo1212,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,68004.72,73.0,,,
790,NYU Langone,hip,hipppo3865,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,1702.06,78.0,,,
791,NYU Langone,healthfirst,healthfirstassuredcare1919,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,3982.81,78.0,,,
792,NYU Langone,hip,hiplich1094,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,32829.5,6237.61,25607.01,78.0,,,
793,NYU Langone,aetna,starmark1643,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",1464.39,278.23,1142.22,78.0,,,
794,NYU Langone,bcbs,bcbsoutofstatehmo(nosuitcaselogo)2069,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
795,NYU Langone,bcbs,bcbsoutofstateepo(nosuitcaselogo)2068,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,3982.81,78.0,,,
796,NYU Langone,medicare,bcbsmedibluemedicarehmo1191,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,25607.01,78.0,,,
797,NYU Langone,magnacare,magnacare-capitaldistphyshealth1499,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,1464.39,278.23,1142.22,78.0,,,
798,NYU Langone,medicare,wtchealthprogram-mt.sinai1484,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,3982.81,78.0,,,
799,NYU Langone,somos,bcbshealthplussomosessentialplan23837,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,68004.72,73.0,,,
800,NYU Langone,hip,hiphealthplanofny1095,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,,78.0,,,
801,NYU Langone,ghi,ghimedicaresupplement1070,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1142.22,78.0,,,
802,NYU Langone,healthfirst,healthfirstmedicaid1084,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
